OneGoal ID,Selectivity,College/University,Recommended Institution,Grad Rate Quartile,Website,Opportunity Programs,City,State,Region,Sector,Locale,Size,% Pell Grant,% African American,% Hispanic,% In State,HBCU,Hispanic Serving Institution,On Campus Housing?,6 Year Grad Rate (Overall),6 Year Grad Rate (Minority),Grad Rate Quartile,Net Price: 0-30,Median Debt of Graduates,Median Salary After Attending,Percent Earning Over HS Grad,CUNY/SUNY
13998,Noncompetitive,Pima Medical Institute-Tucson,,,pmi.edu,,Tucson,AZ,,Private for-profit,City,"Small (1,000-5,000)",49,7,37,59,,,No,,,,"$16,780 ","$9,498 ","$25,400 ",51,
14100,Noncompetitive,Argosy University-Phoenix,,,www.argosy.edu/phoenix/,,Phoenix,AZ,,Private for-profit,City,"Very Small (<1,000)",90,24,25,100,,,No,0,,,"$18,177 ","$14,323 ","$64,700 ",82,
14110,Noncompetitive,Northcentral University,,,www.ncu.edu,,Prescott Valley,AZ,,Private for-profit,City,"Medium (5,000-15,000)",14,16,12,,,,No,,,,"$24,198 ","$15,625 ","$64,700 ",82,
14116,Noncompetitive,Everest College Phoenix-Mesa,,,www.everestcollegephoenix.edu,,Mesa,AZ,,Private for-profit,City,"Very Small (<1,000)",76,9,26,100,,,No,50,,,"$17,854 ","$9,500 ","$29,700 ",58,
14162,Noncompetitive,Brown Mackie College-Phoenix,,,www.brownmackie.edu/locations/phoenix,,Phoenix,AZ,,Private for-profit,City,"Very Small (<1,000)",78,16,32,99,,,No,,,,"$18,131 ","$21,599 ",,,
11709,Noncompetitive,Anthem College-Phoenix,,,www.anthem.edu,,Phoenix,AZ,,Private for-profit,City,"Small (1,000-5,000)",77,27,16,,,,No,45,80,,"$28,430 ","$14,024 ","$45,200 ",78,
11956,Noncompetitive,Le Cordon Bleu College of Culinary Arts,,,www.chefs.edu/scottsdale,,Scottsdale,AZ,,Private for-profit,City,"Very Small (<1,000)",65,7,5,56,,,No,65,45,,"$15,642 ","$11,640 ","$15,000 ",20,
11801,Less Competitive,DeVry University-Arizona,,,https://www.devry.edu,,Phoenix,AZ,,Private for-profit,City,"Very Small (<1,000)",70,8,27,72,,Yes,No,38,31,,"$18,790 ","$43,068 ","$49,000 ",77,
11788,Noncompetitive,Collins College,,,www.collinscollege.edu,,Phoenix,AZ,,Private for-profit,City,"Very Small (<1,000)",72,8,16,,,,No,40,26,,"$20,961 ","$42,103 ","$25,200 ",50,
11829,Noncompetitive,Everest College-Phoenix,,,www.everestcollegephoenix.edu,,Phoenix,AZ,,Private for-profit,City,"Small (1,000-5,000)",82,44,8,92,,,No,12,24,,"$20,002 ","$9,500 ","$28,300 ",58,
11739,Noncompetitive,Brookline College,,,www.brooklinecollege.edu,,Phoenix,AZ,,Private for-profit,City,"Very Small (<1,000)",65,18,30,79,,Yes,No,24,23,,"$25,296 ","$9,500 ","$22,300 ",44,
13997,Noncompetitive,College America-Flagstaff,,,www.collegeamerica.edu,,Flagstaff,AZ,,Private not-for-profit,City,"Very Small (<1,000)",85,2,8,100,,,No,27,21,,"$20,753 ","$25,668 ",,,
12247,Noncompetitive,University of Phoenix-Southern Arizona Campus,,,www.phoenix.edu,,Tucson,AZ,,Private for-profit,City,"Small (1,000-5,000)",57,5,35,100,,Yes,No,24,19,,"$19,237 ","$35,500 ",,,
12238,Noncompetitive,University of Phoenix-Phoenix-Hohokam Campus,,,www.phoenix.edu,,Tempe,AZ,,Private for-profit,City,"Small (1,000-5,000)",48,8,19,100,,,No,18,18,,"$18,900 ","$35,500 ","$40,700 ",78,
12235,Noncompetitive,University of Phoenix-Online Campus,,,www.phoenix.edu/,,Phoenix,AZ,,Private for-profit,City,"Large (15,000+)",57,17,8,2,,,No,4,4,,"$14,166 ","$35,500 ","$30,300 ",60,
14160,Noncompetitive,Argosy University-Phoenix Online Division,,,www.argosy.edu/locations/online,,Phoenix,AZ,,Private for-profit,City,"Medium (5,000-15,000)",78,33,10,1,,,No,7,2,,"$31,651 ","$14,323 ",,,
10453,Noncompetitive,Western International University,,,www.west.edu,,Tempe,AZ,,Private for-profit,City,"Small (1,000-5,000)",30,19,16,17,,,No,1,0,,"$20,145 ","$33,719 ","$31,000 ",61,
11742,Noncompetitive,Brown Mackie College-Tucson,,,www.brownmackie.edu/locations/tucson,,Tucson,AZ,,Private for-profit,City,"Very Small (<1,000)",95,10,50,100,,,No,10,0,,"$19,388 ","$21,599 ","$25,200 ",51,
13970,Competitive,Arizona Christian University,,,www.arizonachristian.edu,,Phoenix,AZ,,Private not-for-profit,City,"Very Small (<1,000)",48,13,18,62,,,Yes,61,,,"$22,665 ","$22,625 ","$12,600 ",20,
11706,Competitive,American Indian College of the Assemblies of God Inc,,,www.aicag.edu/,,Phoenix,AZ,,Private not-for-profit,City,"Very Small (<1,000)",88,5,24,75,,,Yes,50,57,,"$13,304 ",,,,
10199,Competitive,University of Arizona,,,www.arizona.edu,,Tucson,AZ,,Public,City,"Large (15,000+)",26,4,26,55,,,Yes,60,51,,"$12,914 ","$19,000 ","$44,400 ",78,
10221,Competitive,University of Advancing Technology,,,www.uat.edu,,Tempe,AZ,,Private for-profit,City,"Very Small (<1,000)",56,8,12,35,,,Yes,31,27,,"$28,050 ","$29,125 ","$23,400 ",45,
11406,Competitive,Prescott College,,,www.prescott.edu,,Prescott,AZ,,Private not-for-profit,City,"Very Small (<1,000)",43,1,7,9,,,Yes,35,0,,"$18,274 ","$25,000 ","$30,100 ",60,
10058,Very Competitive,Arizona State University,,,www.asu.edu/,,Tempe,AZ,,Public,City,"Large (15,000+)",26,4,19,59,,,Yes,63,49,,"$6,598 ","$20,375 ","$45,200 ",80,
10378,Very Competitive,Northern Arizona University,,,https://nau.edu/,,Flagstaff,AZ,,Public,City,"Large (15,000+)",36,3,23,62,,,Yes,52,43,,"$11,907 ","$21,450 ","$26,700 ",54,
11826,Very Competitive,Embry Riddle Aeronautical University-Prescott,,,prescott.erau.edu/,,Prescott,AZ,,Private not-for-profit,Rural,"Small (1,000-5,000)",24,2,4,22,,,Yes,58,40,,"$34,694 ","$26,000 ","$27,800 ",57,
10891,Very Competitive,Grand Canyon University,,,www.gcu.edu,,Phoenix,AZ,,Private for-profit,City,"Medium (5,000-15,000)",42,17,19,31,,,Yes,28,21,,"$25,838 ","$18,750 ","$33,300 ",65,
15121,No Rating,College America-Phoenix,,,www.collegeamerica.edu,,Phoenix,AZ,,Private not-for-profit,City,"Very Small (<1,000)",91,12,43,100,,,No,,,,"$22,799 ","$25,668 ",,,
15126,No Rating,East Valley Institute of Technology,,,www.evit.com,,Mesa,AZ,,Public,City,"Very Small (<1,000)",36,11,23,100,,,No,64,,,"$6,109 ",,,,
15171,No Rating,Midwestern University-Glendale,,,www.midwestern.edu,,Glendale,AZ,,Private not-for-profit,Suburb,"Small (1,000-5,000)",,,,,,,Yes,,,,,,"$14,500 ",20,
15233,No Rating,Thunderbird School of Global Management,,,https://thunderbird.asu.edu/,,Glendale,AZ,,Public,Suburb,"Very Small (<1,000)",,0,100,0,,,Yes,,,,,,,,
10600,No Rating,The Art Institute of Phoenix,,,www.artinstitutes.edu/phoenix/,,Phoenix,AZ,,Private for-profit,City,"Very Small (<1,000)",73,8,32,96,,,Yes,31,53,,"$25,362 ","$21,599 ","$37,500 ",75,
15105,No Rating,Arizona State University-Polytechnic,,,www.asu.edu/,,Mesa,AZ,,Public,City,"Small (1,000-5,000)",31,4,20,64,,,Yes,59,52,,"$7,961 ","$20,375 ","$20,400 ",36,
15106,No Rating,Arizona State University-West,,,www.asu.edu/,,Glendale,AZ,,Public,City,"Small (1,000-5,000)",48,6,31,74,,,Yes,59,51,,"$5,069 ","$20,375 ","$16,000 ",27,
10871,No Rating,International Baptist College,,,www.ibcs.edu/ibc/,,Chandler,AZ,,Private not-for-profit,Suburb,"Very Small (<1,000)",33,2,12,47,,,Yes,38,50,,"$13,917 ",,,,
15104,No Rating,Arizona State University-Downtown Phoenix,,,www.asu.edu/,,Phoenix,AZ,,Public,City,"Medium (5,000-15,000)",36,6,29,63,,,Yes,58,50,,"$7,524 ","$20,375 ","$27,700 ",56,
10652,No Rating,Southwestern College (AZ),,,,,Phoenix,AZ,,Private not-for-profit,City,,,,,,,,,52,46,,,,,,
12126,No Rating,The Art Center Design College-Tucson,,,www.artinstitutes.edu/tucson,,Tucson,AZ,,Private for-profit,City,"Very Small (<1,000)",82,7,44,93,,Yes,No,28,33,,"$24,376 ","$21,599 ",,,
11924,No Rating,ITT Technical Institute-Tempe,,,www.itt-tech.edu,,Tempe,AZ,,Private for-profit,City,"Very Small (<1,000)",74,9,27,100,,,No,6,21,,"$21,928 ","$25,834 ","$29,800 ",59,
11927,No Rating,ITT Technical Institute-Tucson,,,www.itt-tech.edu,,Tucson,AZ,,Private for-profit,Suburb,"Very Small (<1,000)",82,4,35,100,,Yes,No,25,14,,"$21,236 ","$25,834 ",,,
10971,No Rating,Dine College,,,www.dinecollege.edu,,Tsaile,AZ,,Public,Rural,"Very Small (<1,000)",84,0,0,79,,,Yes,0,0,,"$10,650 ",,"$38,400 ",71,
11063,No Rating,Frank Lloyd Wright School of Architecture,,,www.taliesin.edu,,Scottsdale,AZ,,Private not-for-profit,Rural,"Very Small (<1,000)",13,0,0,,,Yes,Yes,0,0,,,,"$60,900 ",88,
13935,Special,Southwest University of Visual Arts-Tucson,,,www.suva.edu,,Tucson,AZ,,Private for-profit,City,"Very Small (<1,000)",73,5,45,100,,Yes,No,81,73,,"$46,342 ","$50,437 ","$27,500 ",57,
12618,Two-Year College,Denver Academy of Court Reporting,,,www.denveracademy.edu/,,Westminster,CO,,,,,,,,,,,,,,,,,,,
12628,Two-Year College,Colorado Mountain College,,,coloradomtn.edu/,,Glenwood Springs,CO,,Public,Town,"Small (1,000-5,000)",28,1,19,83,,,Yes,,,,"$7,358 ","$11,000 ","$31,700 ",61,
12635,Two-Year College,Colorado School of Healing Arts,,,www.csha.net,,Lakewood,CO,,Private for-profit,City,"Very Small (<1,000)",60,4,10,100,,,No,77,,,"$23,813 ","$16,379 ","$16,300 ",27,
12638,Two-Year College,Boulder College of Massage Therapy,,,www.bcmt.org,,Boulder,CO,,Private not-for-profit,City,"Very Small (<1,000)",36,,8,,,,,,,,"$23,487 ",,,,
14187,Two-Year College,Prince Institute-Rocky Mountains,,,www.princeinstitute.edu,,Westminster,CO,,Private for-profit,Suburb,"Very Small (<1,000)",55,0,12,,,,No,,,,"$12,906 ","$21,739 ","$41,100 ",74,
12617,Two-Year College,Colorado School of Trades,,,schooloftrades.edu,,Lakewood,CO,,Private for-profit,City,"Very Small (<1,000)",44,0,0,38,,,No,85,77,,"$14,802 ","$20,000 ","$24,700 ",50,
12624,Two-Year College,Kaplan College at Denver,,,denver.kaplancollege.com/Pages/Homepage.aspx,,Thornton,CO,,Private for-profit,Suburb,"Very Small (<1,000)",63,2,12,,,,,66,68,,"$21,676 ",,,,
12634,Two-Year College,Institute of Business and Medical Careers,,,www.ibmc.edu,,Fort Collins,CO,,Private for-profit,City,"Very Small (<1,000)",83,4,24,65,,,No,73,68,,"$15,787 ","$18,335 ","$19,700 ",38,
12616,Two-Year College,Concorde Career College (Colo.),,,www.concorde.edu,,Aurora,CO,,Private for-profit,City,"Very Small (<1,000)",87,26,37,99,,,No,57,67,,"$20,205 ","$9,500 ",,,
12623,Two-Year College,Heritage College (Colo.),,,www.heritagecollege.edu,,Denver,CO,,Private for-profit,Suburb,"Very Small (<1,000)",76,7,41,89,,,No,66,66,,"$18,160 ","$13,583 ","$31,300 ",65,
12632,Two-Year College,IntelliTec College at Grand Junction,,,www.intellitec.edu,,Grand Junction,CO,,Private for-profit,City,"Very Small (<1,000)",72,3,39,73,,,No,54,61,,"$12,926 ","$13,260 ","$39,000 ",75,
12631,Two-Year College,Intellitec Medical Institute,,,www.ibmc.edu,,Colorado Springs,CO,,Private for-profit,City,"Very Small (<1,000)",81,7,17,96,,,No,66,60,,"$11,402 ","$13,875 ","$26,600 ",54,
12647,Two-Year College,IntelliTec College at Colorado Springs,,,www.IntelliTecCollege.com,,Colorado Springs,CO,,Private for-profit,City,"Very Small (<1,000)",63,18,13,84,,,No,62,59,,"$13,353 ","$18,752 ","$34,200 ",66,
12636,Two-Year College,Pima Medical Institute at Denver,,,pmi.edu,,Denver,CO,,Private for-profit,Suburb,"Very Small (<1,000)",44,4,37,98,,,No,77,56,,"$14,302 ","$9,498 ","$15,900 ",30,
12614,Two-Year College,Anthem College - Aurora,,,www.anthem.edu,,Aurora,CO,,Private for-profit,City,"Very Small (<1,000)",56,26,25,,,,No,57,53,,"$22,684 ","$10,976 ","$27,100 ",56,
12627,Two-Year College,Redstone College,,,www.spartan.edu,,Broomfield,CO,,Private for-profit,City,"Very Small (<1,000)",50,10,9,86,,,No,64,52,,"$20,783 ","$21,500 ","$38,200 ",72,
12626,Two-Year College,Bel-Rea Institute of Animal Technology,,,www.bel-rea.com,,Denver,CO,,Private for-profit,Suburb,"Very Small (<1,000)",49,3,12,62,,,No,44,50,,"$20,674 ","$28,731 ","$48,300 ",75,
12633,Two-Year College,Everest College at Aurora,,,www.everest.edu/campus/aurora,,Aurora,CO,,Private not-for-profit,City,"Very Small (<1,000)",83,25,21,100,,,No,64,45,,"$21,247 ","$9,500 ","$22,600 ",48,
12637,Two-Year College,Everest College at Colorado Springs,,,https://www.altierus.org/campus/colorado-springs,,Colorado Springs,CO,,Private not-for-profit,City,"Very Small (<1,000)",89,19,13,100,,,No,56,44,,"$19,096 ","$9,500 ","$45,100 ",80,
12645,Two-Year College,Everest College at Thornton,,,https://www.altierus.org/campus/thornton,,Thornton,CO,,Private not-for-profit,Suburb,"Very Small (<1,000)",85,2,34,100,,,No,58,43,,"$18,939 ","$9,500 ",,,
12622,Two-Year College,Trinidad State Junior College,,,www.trinidadstate.edu/,,Trinidad,CO,,Public,Town,"Very Small (<1,000)",54,2,41,77,,Yes,Yes,37,39,,"$10,363 ","$6,500 ","$28,900 ",58,
12640,Two-Year College,Lincoln College of Technology at Denver,,,www.lincolnedu.com/campus/denver-co,,Denver,CO,,Private for-profit,City,"Small (1,000-5,000)",57,5,28,73,,,No,59,33,,"$17,119 ","$12,474 ","$32,400 ",62,
12644,Two-Year College,Otero Junior College,,,WWW.OJC.EDU,,La Junta,CO,,Public,Town,"Very Small (<1,000)",49,4,30,79,,Yes,Yes,38,29,,"$9,037 ","$9,398 ","$16,300 ",29,
12625,Two-Year College,Aims Community College,,,www.aims.edu,,Greeley,CO,,Public,City,"Small (1,000-5,000)",50,2,34,99,,Yes,No,27,23,,"$5,832 ","$9,750 ","$29,700 ",59,
12619,Two-Year College,Morgan Community College,,,www.morgancc.edu,,Fort Morgan,CO,,Public,Town,"Very Small (<1,000)",52,3,23,100,,Yes,No,38,22,,"$4,697 ","$11,225 ",,,
12642,Two-Year College,Lamar Community College,,,https://www.lamarcc.edu,,Lamar,CO,,Public,Town,"Very Small (<1,000)",46,5,23,83,,,Yes,42,22,,"$8,717 ",,"$34,700 ",62,
12643,Two-Year College,Northeastern Junior College,,,www.njc.edu,,Sterling,CO,,Public,Town,"Very Small (<1,000)",43,3,13,87,,,Yes,31,22,,"$10,041 ","$8,250 ","$35,400 ",66,
12646,Two-Year College,Pueblo Community College,,,www.pueblocc.edu,,Pueblo,CO,,Public,City,"Small (1,000-5,000)",74,3,32,98,,Yes,No,19,19,,"$12,049 ","$12,500 ","$34,600 ",68,
12621,Two-Year College,Red Rocks Community College,,,www.rrcc.edu,,Lakewood,CO,,Public,City,"Small (1,000-5,000)",36,2,18,98,,,No,26,17,,"$7,177 ","$11,750 ","$38,600 ",71,
12630,Two-Year College,Community College of Aurora,,,www.ccaurora.edu,,Aurora,CO,,Public,City,"Small (1,000-5,000)",47,19,26,99,,Yes,No,25,17,,"$8,491 ","$10,500 ","$40,300 ",72,
12629,Two-Year College,Colorado Northwestern Community College,,,www.cncc.edu,,Rangely,CO,,Public,Rural,"Very Small (<1,000)",41,2,12,74,,,Yes,26,16,,"$9,799 ","$16,000 ","$35,200 ",64,
12641,Two-Year College,Front Range Community College,,,www.frontrange.edu,,Westminster,CO,,Public,Suburb,"Medium (5,000-15,000)",41,2,17,92,,,No,20,16,,"$7,164 ","$14,700 ","$44,100 ",76,
12620,Two-Year College,Pikes Peak Community College,,,www.ppcc.edu,,Colorado Springs,CO,,Public,Suburb,"Small (1,000-5,000)",52,7,16,98,,,No,18,13,,"$8,068 ","$10,500 ","$15,100 ",29,
12615,Two-Year College,Arapahoe Community College,,,www.arapahoe.edu,,Littleton,CO,,Public,Suburb,"Small (1,000-5,000)",35,2,16,99,,,No,20,12,,"$6,990 ","$11,788 ",,,
12639,Two-Year College,Community College of Denver,,,www.ccd.edu,,Denver,CO,,Public,City,"Small (1,000-5,000)",52,10,31,97,,Yes,No,13,10,,"$6,914 ","$14,989 ","$29,200 ",57,
11377,Noncompetitive,Colorado Heights University,,,WWW.CHU.EDU,,Denver,CO,,Private not-for-profit,City,"Very Small (<1,000)",0,1,21,100,,Yes,Yes,59,,,"$6,955 ",,,,
14004,Noncompetitive,National American University-Colorado Springs North,,,www.national.edu/locations/campuses/colorado-springs/,,Colorado Springs,CO,,Private for-profit,City,"Very Small (<1,000)",0,21,16,83,,,No,0,,,"$21,241 ","$34,486 ","$51,400 ",82,
14129,Noncompetitive,Argosy University-Denver,,,www.argosy.edu/denver/,,Denver,CO,,Private for-profit,City,"Very Small (<1,000)",0,9,18,100,,,No,0,,,"$21,590 ","$14,323 ","$41,500 ",77,
14154,Noncompetitive,Aspen University,,,www.aspen.edu,,Denver,CO,,Private for-profit,City,"Very Small (<1,000)",65,8,3,0,,,No,,,,"$20,821 ",,,,
11275,Less Competitive,Colorado Technical University - Aurora,,,www.coloradotech.edu/Denver,,Aurora,CO,,Private for-profit,City,"Very Small (<1,000)",65,14,3,75,,,No,15,33,,"$15,872 ","$35,500 ",,,
10665,Less Competitive,Colorado Technical University - Colorado Springs,,,www.coloradotech.edu/Colorado-Springs,,Colorado Springs,CO,,Private for-profit,City,"Large (15,000+)",71,32,4,10,,,No,13,33,,"$18,216 ","$35,500 ","$73,800 ",89,
10395,Noncompetitive,Jones International University,,,www.jiu.edu,,Centennial,CO,,Private for-profit,Suburb,"Small (1,000-5,000)",83,29,4,6,,,No,0,31,,"$15,510 ","$32,926 ",,,
11970,Less Competitive,Colorado Mesa University,,,www.coloradomesa.edu,,Grand Junction,CO,,Public,City,"Medium (5,000-15,000)",38,2,18,80,,,Yes,32,31,,"$14,107 ","$22,000 ","$27,900 ",54,
11784,Noncompetitive,College America-Colorado Springs,,,www.collegeamerica.edu/,,Colorado Springs,CO,,Private not-for-profit,City,"Very Small (<1,000)",72,24,22,95,,,No,31,27,,"$22,815 ","$27,258 ","$28,600 ",56,
11785,Noncompetitive,College America-Denver,,,www.collegeamerica.edu,,Denver,CO,,Private not-for-profit,City,"Very Small (<1,000)",87,15,38,100,,,No,20,24,,"$15,432 ","$27,258 ","$48,000 ",79,
11803,Less Competitive,DeVry University-Colorado,,,https://www.devry.edu,,Westminster,CO,,Private for-profit,Suburb,"Very Small (<1,000)",50,10,17,100,,,No,33,23,,"$21,509 ","$43,068 ",,,
12249,Noncompetitive,University of Phoenix-Southern Colorado Campus,,,www.phoenix.edu,,Colorado Springs,CO,,Private for-profit,City,"Very Small (<1,000)",41,8,13,100,,,No,14,19,,"$17,943 ","$35,500 ",,,
10437,Less Competitive,Metropolitan State College of Denver,,,www.msudenver.edu/,,Denver,CO,,Public,City,"Medium (5,000-15,000)",41,6,24,97,,,No,24,18,,"$10,771 ","$25,000 ","$35,800 ",68,
10485,Less Competitive,Adams State College,,,www.adams.edu,,Alamosa,CO,,Public,Town,"Small (1,000-5,000)",54,7,35,68,,Yes,Yes,23,16,,"$11,446 ",,"$33,300 ",62,
12209,Noncompetitive,University of Phoenix-Colorado Campus,,,www.phoenix.edu,,Lone Tree,CO,,Private for-profit,Suburb,"Small (1,000-5,000)",38,8,13,100,,,No,12,16,,"$18,479 ","$35,500 ","$28,300 ",57,
11790,Noncompetitive,Colorado Technical University Online,,,www.coloradotech.edu/CTU-Online,,Colorado Springs,CO,,Private for-profit,City,"Medium (5,000-15,000)",78,37,6,5,,,No,40,6,,"$16,951 ","$35,500 ","$46,400 ",79,
10511,Noncompetitive,Naropa University,,,www.naropa.edu,,Boulder,CO,,Private not-for-profit,City,"Very Small (<1,000)",47,1,10,41,,,Yes,39,0,,"$21,603 ","$25,000 ","$35,000 ",67,
10586,Noncompetitive,Platt College,,,www.plattcolorado.edu,,Aurora,CO,,Private for-profit,City,"Very Small (<1,000)",0,4,8,100,,,No,75,0,,"$36,407 ","$42,634 ","$20,100 ",37,
11786,Noncompetitive,College America-Fort Collins,,,www.collegeamerica.edu,,Fort Collins,CO,,Private not-for-profit,City,"Very Small (<1,000)",64,4,20,87,,,No,14,0,,"$18,727 ","$27,258 ","$24,700 ",50,
12001,Noncompetitive,National American University-Denver,,,www.national.edu,,Denver,CO,,Private for-profit,City,"Very Small (<1,000)",100,18,16,100,,,No,0,0,,"$19,729 ","$34,486 ","$23,500 ",48,
11224,Competitive,United States Air Force Academy,,,www.usafa.edu,,USAFA,CO,,Public,Town,"Small (1,000-5,000)",,6,11,7,,,Yes,84,80,,,,,,
11514,Competitive,Regis University,,,www.regis.edu/,,Denver,CO,,Private not-for-profit,City,"Medium (5,000-15,000)",25,5,20,54,,,Yes,59,62,,"$17,088 ","$25,000 ","$29,600 ",58,
11221,Competitive,University of Northern Colorado,,,www.unco.edu,,Greeley,CO,,Public,City,"Medium (5,000-15,000)",35,4,19,84,,,Yes,46,39,,"$16,776 ","$22,461 ",,,
11931,Competitive,Johnson & Wales University-Denver,,,www.jwu.edu/campuses/denver/index.html,,Denver,CO,,Private not-for-profit,City,"Small (1,000-5,000)",51,9,21,39,,,Yes,47,38,,"$21,080 ","$27,000 ","$20,400 ",38,
10890,Competitive,University of Colorado Denver,,,www.ucdenver.edu/,,Denver,CO,,Public,City,"Medium (5,000-15,000)",38,5,22,88,,,No,41,34,,"$11,382 ","$22,995 ","$45,600 ",75,
10039,Competitive,Fort Lewis College,,,fortlewis.edu/,,Durango,CO,,Public,Town,"Small (1,000-5,000)",35,1,11,48,,,Yes,38,32,,"$12,736 ","$20,000 ","$44,300 ",78,
11789,Competitive,Colorado State University-Pueblo,,,https://www.csupueblo.edu,,Pueblo,CO,,Public,City,"Small (1,000-5,000)",46,7,30,80,,Yes,Yes,32,26,,"$10,626 ","$21,199 ","$37,800 ",69,
11193,Competitive,Western State College of Colorado,,,www.western.edu,,Gunnison,CO,,Public,Town,"Small (1,000-5,000)",25,3,13,72,,,Yes,36,22,,"$12,114 ","$20,498 ","$29,900 ",58,
11174,Very Competitive,Colorado State University,,,www.colostate.edu,,Fort Collins,CO,,Public,City,"Large (15,000+)",21,2,12,77,,Yes,Yes,65,56,,"$11,287 ","$21,250 ","$21,100 ",43,
10925,Very Competitive,University of Colorado at Colorado Springs,,,https://www.uccs.edu,,Colorado Springs,CO,,Public,City,"Medium (5,000-15,000)",32,4,17,87,,,Yes,47,47,,"$12,047 ","$21,000 ",,,
11314,Very Competitive,Colorado Christian University,,,WWW.CCU.EDU,,Lakewood,CO,,Private not-for-profit,City,"Small (1,000-5,000)",25,10,13,36,,,Yes,40,20,,"$22,074 ","$25,351 ",,,
10345,Very Competitive +,University of Denver,,,www.du.edu,,Denver,CO,,Private not-for-profit,City,"Medium (5,000-15,000)",18,2,10,32,,,Yes,76,71,,"$21,513 ","$24,500 ","$74,700 ",90,
11065,Very Competitive +,University of Colorado at Boulder,,,www.colorado.edu,,Boulder,CO,,Public,City,"Large (15,000+)",16,2,11,53,,,Yes,70,61,,"$15,109 ","$19,500 ",,,
11449,Most Competitive,Colorado College,,,www.coloradocollege.edu,,Colorado Springs,CO,,Private not-for-profit,City,"Small (1,000-5,000)",15,3,9,13,,,Yes,86,81,,"$11,662 ","$18,050 ","$26,200 ",52,
11242,Most Competitive,Colorado School of Mines,,,www.mines.edu,,Golden,CO,,Public,Suburb,"Medium (5,000-15,000)",10,1,7,52,,,Yes,76,77,,"$23,542 ","$26,025 ","$30,600 ",63,
15173,No Rating,Montessori Casa International,,,www.mcidenver.edu,,Denver,CO,,Private not-for-profit,City,"Very Small (<1,000)",,14,0,,,,No,,,,,,"$35,700 ",69,
15207,No Rating,Rolf Institute of Structural Integration,,,www.rolf.org,,Boulder,CO,,Private not-for-profit,City,"Very Small (<1,000)",25,0,2,0,,,No,,,,,,"$21,500 ",39,
12073,No Rating,Remington College-Colorado Springs Campus,,,www.remingtoncollege.edu/colorado-career-schools-overview,,Colorado Springs,CO,,Private not-for-profit,City,"Very Small (<1,000)",60,29,0,,,,No,100,100,,"$18,477 ",,"$25,200 ",51,
12311,No Rating,Westwood College-Denver South,,,www.westwood.edu,,Denver,CO,,Private for-profit,City,"Very Small (<1,000)",68,4,26,96,,Yes,No,31,24,,"$20,876 ","$38,748 ","$14,500 ",19,
10432,No Rating,The Art Institute of Colorado,,,www.artinstitutes.edu/denver/,,Denver,CO,,Private for-profit,City,"Very Small (<1,000)",55,8,22,87,,,Yes,23,21,,"$24,863 ","$28,902 ","$33,200 ",68,
12310,No Rating,Westwood College-Denver North,,,www.westwood.edu,,Denver,CO,,Private for-profit,Suburb,"Very Small (<1,000)",79,4,33,98,,,No,41,17,,"$19,523 ","$38,748 ","$38,300 ",74,
10693,No Rating,Denver School of Nursing,,,www.denverschoolofnursing.edu/,,Denver,CO,,Private for-profit,City,"Very Small (<1,000)",31,4,10,,,,No,92,0,,,"$24,367 ",,,
11404,No Rating,Nazarene Bible College,,,www.nbc.edu,,Colorado Springs,CO,,Private not-for-profit,City,"Very Small (<1,000)",0,7,9,22,,,No,17,0,,"$20,950 ","$30,457 ","$34,000 ",65,
11925,No Rating,ITT Technical Institute-Thornton,,,www.itt-tech.edu,,Aurora,CO,,Private for-profit,City,"Very Small (<1,000)",69,22,17,100,,,No,15,0,,"$23,891 ","$25,834 ",,,
12000,No Rating,National American University-Colorado Springs South,,,www.national.edu/locations/campuses/colorado-springs-south/,,Colorado Springs,CO,,Private for-profit,City,"Very Small (<1,000)",67,18,14,86,,,No,33,0,,"$20,271 ","$34,486 ",,,
11415,Special,Rocky Mountain College of Art and Design,,,www.rmcad.edu,,Lakewood,CO,,Private for-profit,City,"Very Small (<1,000)",61,7,10,39,,,No,48,24,,"$25,671 ","$29,688 ","$18,600 ",41,
12651,Two-Year College,Lincoln College of New England at Suffield,,,lincolncollegene.edu/,,Suffield,CT,,,Suburb,"Very Small (<1,000)",42,26,7,,,,,,,,"$19,772 ",,,,
12654,Two-Year College,St. Vincent's College,,,www.stvincentscollege.edu,,Bridgeport,CT,,Private not-for-profit,City,"Very Small (<1,000)",80,15,15,100,,,No,,,,"$8,402 ","$22,250 ","$39,400 ",72,
12659,Two-Year College,Sanford-Brown College at Farmington,,,www.sanfordbrown.edu,,Farmington,CT,,Private for-profit,Suburb,"Very Small (<1,000)",75,10,10,,,,No,,,,"$13,607 ","$19,738 ","$44,300 ",71,
12657,Two-Year College,Asnuntuck Community College,,,www.Asnuntuck.edu,,Enfield,CT,,Public,Suburb,"Very Small (<1,000)",50,16,13,94,,,No,44,25,,"$6,776 ","$5,500 ","$34,600 ",62,
12656,Two-Year College,Northwestern Connecticut Community College,,,www.nwcc.commnet.edu,,Winsted,CT,,Public,Town,"Very Small (<1,000)",49,2,9,99,,,No,14,14,,"$4,825 ",,,,
12661,Two-Year College,Quinebaug Valley Community College,,,qvcc.edu,,Danielson,CT,,Public,Suburb,"Very Small (<1,000)",60,3,16,99,,,No,16,12,,"$6,103 ",,"$33,800 ",64,
